"brands","company","product","price","brief","newest time","oldest time","if Kontakt"
"Heavyocity","Heavyocity","AEON Melodic","$239.20","Deeply customizable Hybrid Sound from the makers of DAMAGE!","no reviews","no reviews","1"
"Heavyocity","Heavyocity","AEON Collection","$319.20","AEON Melodic and AEON Rhythmic as cinematic Bundle","2014","2013","1"
"Heavyocity","Heavyocity","NOVO: Modern Strings","$439.20","Superior Orchestral Strings","no reviews","no reviews","1"
"Heavyocity","Heavyocity","PUNISH","$199.20","Inject character and edge into any mix","no reviews","no reviews","0"
"Heavyocity","Heavyocity","Master Sessions: Ensemble Woods Collection","$119.20","Scoring Tools for the Pro Composer","no reviews","no reviews","1"
"Heavyocity","Heavyocity","Master Sessions: Ensemble Metals Collection","$119.20","A dynamic new Standard for cinematic Percussive Metals","no reviews","no reviews","1"
"Heavyocity","Heavyocity","Master Sessions: Ensemble Metals Kits","$63.20","Ensemble Metals Kits by Heavyocity","no reviews","no reviews","1"
"Heavyocity","Heavyocity","Vocalise Gravity Pack 02","$79.20","An Evocative Vocal Experience for GRAVITY","2015","2015","1"
"Heavyocity","Heavyocity","C-Tools","$47.20","A trinity of retro Synths inspired by the 70s and 80s","no reviews","no reviews","0"
"Heavyocity","Heavyocity","BitRate II & Monoboy","$39.20","Nostalgic Drum Sounds and a Melodic Instrument","no reviews","no reviews","0"
"Heavyocity","Heavyocity","Master Sessions: Ethnic Drum Ensemble Kits","$63.20","Ethnic Drum Ensemble Kits by Heavyocity","no reviews","no reviews","1"
"Heavyocity","Heavyocity","Master Sessions: Ethnic Drum Ensemble Loops","$63.20","Ethnic Drum Ensemble Loops by Heavyocity","no reviews","no reviews","1"
"Heavyocity","Heavyocity","Master Sessions: Ensemble Drums-Kits","$63.20","Ensemble Drums-Kits from Heavyocity for the pro composer","no reviews","no reviews","1"
"Heavyocity","Heavyocity","Master Sessions: Ensemble Drums-Loops","$63.20","Ensemble Drums-Loops from Heavyocity for the pro composer","no reviews","no reviews","1"
"Heavyocity","Heavyocity","DM-307","$239.20","Highly stylized Groove designer from the creators of DAMAGE!","2014","2014","1"
"Heavyocity","Heavyocity","Intimate Textures","$119.20","Violin, viola and cello chamber string ensembles","no reviews","no reviews","1"
"Heavyocity","Heavyocity","Calc-U-Synth","$23.20","Emulation of the Casio VL-Tone","no reviews","no reviews","0"
"Heavyocity","Heavyocity","Vocalise 2 Gravity Pack 04","$79.20","Pure vocal inspiration for composers and producers","no reviews","no reviews","1"
"Heavyocity","Heavyocity","Scoring Guitars Gravity Pack 03","$79.20","An inspiring collection of cinematic guitars","no reviews","no reviews","1"
"Heavyocity","Heavyocity","GRID II","$55.20","Reaktor Synth and Sequencer","no reviews","no reviews","0"
"Heavyocity","Heavyocity","DM-307A Collection","$119.20","Modern Groove Designer DM-307 for Ableton","no reviews","no reviews","0"
"Heavyocity","Heavyocity","DM-307A Cinematic Artists","$39.20","Cinematic Artists Pack for Ableton","no reviews","no reviews","0"
"Heavyocity","Heavyocity","DM-307A Ethno Rock","$39.20","Ethno Rock Pack for Ableton","no reviews","no reviews","0"
"Heavyocity","Heavyocity","DM-307A Featured Artists","$39.20","Featured Artists Pack for Ableton","no reviews","no reviews","0"
"Heavyocity","Heavyocity","DM-307A Hip Hop","$15.20","Hip Hop Pack for Ableton","no reviews","no reviews","0"
"Heavyocity","Heavyocity","DM-307A Hybrid Cinematics","$31.20","Hybrid Cinematics Pack for Ableton","no reviews","no reviews","0"
"Heavyocity","Heavyocity","DM-307A Free Pack","$0.00","Free Pack for Ableton","no reviews","no reviews","0"
"Soundiron","Soundiron","The Omega Plan","$999.00","Bundle existing over 110 Soundiron libraries","no reviews","no reviews","1"
"Soundiron","Soundiron","Brad Hoyt´s Harp Guitar","$129.00","Full Range 30 String Acoustic Harp Guitar Library","no reviews","no reviews","1"
"Soundiron","Soundiron","Ambius Prime","$149.00","Vast selection of pads, ambiences, leads, pulse & textures","no reviews","no reviews","1"
"Soundiron","Soundiron","Elysium Harp","$149.00","47-string grand concert pedal harp","no reviews","no reviews","1"
"Soundiron","Soundiron","Voices Of Rapture","$249.00","Premier operatic solo vocal collection","no reviews","no reviews","1"
"Soundiron","Soundiron","Sonospheres 1 - Distance","$59.00","Atmospheric synths and evolving soundscapes by Blake Ewing","no reviews","no reviews","1"
"Soundiron","Soundiron","Theremin+","$19.00","Ambient electronic Theremin tones","no reviews","no reviews","1"
"Soundiron","Soundiron","Petroglyph","$39.00","A Stone Age Percussion Library","no reviews","no reviews","1"
"Soundiron","Soundiron","Steel Tones","$49.00","Multi-sampled metallic tuned percussion instrument","no reviews","no reviews","1"
"Soundiron","Soundiron","Tape","$39.00","Collection of percussive Strikes, Stingers,Multisamples & FX","no reviews","no reviews","1"
"Soundiron","Soundiron","Sick 6","$99.00","Cinematic and Trailer Sound Effects Library","no reviews","no reviews","1"
"Soundiron","Soundiron","Antidrum III","$59.00","A mighty compendium of experimental multi-sampled percussio","no reviews","no reviews","1"
"Soundiron","Soundiron","Voice of Rapture: The Alto","$119.00","A solo operatic Alto Vocal library","no reviews","no reviews","1"
"Soundiron","Soundiron","Lakeside Pipe Organ","$49.00","Vintage Steel and Wooden Pipe Organ Library","no reviews","no reviews","1"
"Soundiron","Soundiron","Whaledrum","$39.00","Modern incarnation of the World’s oldest known instrument","no reviews","no reviews","1"
"Soundiron","Soundiron","Waterharp 2.0","$59.00","Collection of classic and unique Waterphone sounds","no reviews","no reviews","1"
"Soundiron","Soundiron","Street Erhu","$49.00","Truly unique Chinese Erhu Violin live performance phrases","no reviews","no reviews","1"
"Soundiron","Soundiron","Little Wooden Flutes","$49.00","Indian & Native American Plains Flutes library for Kontakt","no reviews","no reviews","1"
"Soundiron","Soundiron","The Drinking Piano","$69.00","Fat-bottomed Monster Upright with a classic beer hall sound","no reviews","no reviews","1"
"Soundiron","Soundiron","Acoustic Saz","$99.00","Deeply sampled 5-String Acoustic Saz Library for Kontakt","no reviews","no reviews","1"
"Soundiron","Soundiron","Electric Saz","$99.00","Deep-sampled 5-String Electric Saz Baglâma Library","no reviews","no reviews","1"
"Soundiron","Soundiron","Mercury Elements","$99.00","Essential Elements from Mercury Symphonic Boys' Choir","no reviews","no reviews","1"
"Soundiron","Soundiron","Voice of Rapture: The Bass","$119.00","Solo Operatic Bass Vocal Library of Joseph Trumbo","no reviews","no reviews","1"
"Soundiron","Soundiron","Apocalypse Elements Player Edition","$99.00","The little brother of the Apocalypse Percussion Ensemble!","no reviews","no reviews","1"
"Soundiron","Soundiron","The Beat Boxer","$49.00","The whole sound repertoire of a professional beat boxer!","no reviews","no reviews","1"
"Soundiron","Soundiron","Mercury Symphonic Boychoir","$399.00","Traditional English boys' choir","no reviews","no reviews","1"
"Soundiron","Soundiron","Venus & Mars Olympus Choir Bundle","$549.00","The first choice for professional choral scoring","2012","2012","1"
"Soundiron","Soundiron","Venus - Symphonic Women´s Choir","$399.00","Great virtual female choir with many articulations!","2012","2012","1"
"Soundiron","Soundiron","Mars","$399.00","Great virtual female choir with many articulations!","no reviews","no reviews","1"
"Soundiron","Soundiron","Cube","$39.00","Office-supply percussive samples, sound-designed FX and more","no reviews","no reviews","1"
"Soundiron","Soundiron","Granada 49","$29.00","1970's-era portable analog synthesizer","no reviews","no reviews","1"
"Soundiron","Soundiron","Ambius 2: Systematik","$79.00","Cutting Leads, pulsing grooves and organic textures","no reviews","no reviews","1"
"Soundiron","Soundiron","Ambius 1: Transmissions","$79.00","Collection of Ambiences, Drones, Pads and Synth Leads","no reviews","no reviews","1"
"Soundiron","Soundiron","Bontastic!","$39.00","Vintage Italian Chord Organ","no reviews","no reviews","1"
"Soundiron","Soundiron","Mercury Micro","$39.00","Compact Symphonic Boys' Choir","no reviews","no reviews","1"
"Soundiron","Soundiron","Shudder","$39.00","Dark Glitch FX and Evil Drones","no reviews","no reviews","1"
"Soundiron","Soundiron","A.P.E. Micro","$29.00","Compact starter edition of Apocalypse Percussion Ensemble","no reviews","no reviews","1"
"Soundiron","Soundiron","Juno VHS Bundle","$159.00","Inspiring playable Sounds & Drums Bundle","no reviews","no reviews","1"
"Soundiron","Soundiron","Lo","$39.00","Kick and low frequency FX library","no reviews","no reviews","1"
"Soundiron","Soundiron","Motor Rhythms","$89.00","Unique Drum Kit, crafted from raw automobile parts","no reviews","no reviews","1"
"Soundiron","Soundiron","Shimmer","$39.00","Shimmering, glittering, sparkly percussive samples","no reviews","no reviews","1"
"Soundiron","Soundiron","Antidrum II","$49.00","Deep Collection of Unique Real-World Sounds","no reviews","no reviews","1"
"Soundiron","Soundiron","Sick 4","$59.00","Unique deep sampled Percussion Articulations and Sound FX","no reviews","no reviews","1"
"Soundiron","Soundiron","Sick 5","$59.00","Musical Effects designed for Sci-Fi, Horror and Mystery","no reviews","no reviews","1"
"Soundiron","Soundiron","Sick 2","$19.00","Horror Sound Design Library","no reviews","no reviews","1"
"Soundiron","Soundiron","Sick 1","$19.00","The first Volume in Soundiron's SICK Horror Series","no reviews","no reviews","1"
"Soundiron","Soundiron","Traveler Organ","$49.00","Multi-sampled early 20th century flat-top reed organ","2015","2015","1"
"Soundiron","Soundiron","Temple Drums","$49.00","Asian temple drums, bells and cymbals","no reviews","no reviews","1"
"Soundiron","Soundiron","Circle Bells","$49.00","Detailed sampled Blossom Bells","no reviews","no reviews","1"
"Soundiron","Soundiron","Crystal","$39.00","Percussive Strikes and Effects","no reviews","no reviews","1"
"Soundiron","Soundiron","DRIP","$39.00","DRIP is a collection of over 600 percussion samples","no reviews","no reviews","1"
"Soundiron","Soundiron","Questionably Barbershop","$20.00","Simple 4-piece male vocal ensemble old time Barbershop style","no reviews","no reviews","1"
"Soundiron","Soundiron","Iron Pack Bundle","$49.00","Unique and Great-Sounding Virtual Instrument Collection","no reviews","no reviews","1"
"Soundiron","Soundiron","Kontakt Player Bundle","$599.00","Bundle of 7 Kontakt Player VIs","no reviews","no reviews","1"
"Soundiron","Soundiron","Olympus Elements","$99.00","Powerful choral instrument,63-voice Olympus Symphonic Choir","no reviews","no reviews","1"
"Soundiron","Soundiron","Requiem Light","$199.00","Powerful, versatile and playable choir!","no reviews","no reviews","1"
"Soundiron","Soundiron","Apocalypse Percussion Ensemble","$199.00","The most powerful percussion library ever!","no reviews","no reviews","1"
"Soundiron","Soundiron","Frendo","$39.00","Unique tuned Percussion and String Instrument","no reviews","no reviews","1"
"Soundiron","Soundiron","Grit Kit","$49.00","Basic and Experimental Drums","no reviews","no reviews","1"
"Soundiron","Soundiron","Aztec Death Whistle","$19.00","Deeply sampled Folk Wind instrument","no reviews","no reviews","1"
"Soundiron","Soundiron","Bamboo Stick Ensemble","$39.00","Classic scoring Percussion library for Kontakt","no reviews","no reviews","1"
"Soundiron","Soundiron","Antidrum I","$49.00","18 unconventional tuned and percussive sound collections","no reviews","no reviews","1"
"Soundiron","Soundiron","Sick 3","$59.00","Deep Sound & Music Design Collection","no reviews","no reviews","1"
"Soundiron","Soundiron","Voice of Gaia - Francesca Genco","$119.00","Francesca is an exotic female solo mezzo-soprano library","no reviews","no reviews","1"
"Soundiron","Soundiron","Voice of Gaia Bryn","$119.00","Bryn is an eclectic male tenor solo vocal library","no reviews","no reviews","1"
"Soundiron","Soundiron","Voices of Rage","$79.00","Death Metal, Hardcore and Power Metal Vocal Library","no reviews","no reviews","1"
"Soundiron","Soundiron","Voice of Rapture: the Tenor","$119.00","Pristine solo tenor sampling library","no reviews","no reviews","1"
"Soundiron","Soundiron","Voice of Gaia: Strawberry","$119.00","mezzo-soprano female vocal library","no reviews","no reviews","1"
"Soundiron","Soundiron","Voice of Rapture: the Soprano","$119.00","Magnificent playable soprano voice and vocal phrases","2015","2015","1"
"Soundiron","Soundiron","Sick Collection","$199.00","Sick all 5 parts in a collection - horror & splatter!","no reviews","no reviews","1"
"Soundiron","Soundiron","Piano & Keys Collection","$249.00","All piano and key-libraries from Soundiron","no reviews","no reviews","1"
"Soundiron","Soundiron","Emotional Piano","$149.00","Unique virtual piano for your special melodies","no reviews","no reviews","1"
"Soundiron","Soundiron","Drum Collection","$349.00","Huge Collection of Drums & Percussion from Soundiron!","no reviews","no reviews","1"
"Soundiron","Soundiron","Experimental Collection","$199.00","Experimental sound design collection","no reviews","no reviews","1"
"Soundiron","Soundiron","Bamboo Collection","$89.00","Tuned and untuned percussion & bamboo collection","no reviews","no reviews","1"
"Soundiron","Soundiron","Tuned Percussion Collection","$199.00","Large bundle of percussion and percussion libraries","no reviews","no reviews","1"
"Soundiron","Soundiron","Metal Collection","$159.00","6 great sound design libraries - Deep sampled metal sounds","no reviews","no reviews","1"
"Soundiron","Soundiron","Stringed Collection","$199.00","A collection of unusual stringed instruments","no reviews","no reviews","1"
"Embertone","Embertone","Intimate Strings Bundle","$375.00","The Intimate Strings Solo Bundle","no reviews","no reviews","1"
"Embertone","Embertone","Friedlander Violin","$125.00","Extensively sampled, living Solo Violin","no reviews","no reviews","1"
"Embertone","Embertone","Fischer Viola","$125.00","Solo Viola for Kontakt Player 5","no reviews","no reviews","1"
"Embertone","Embertone","Blakus Cello","$125.00","Expressive, beastly Cello","no reviews","no reviews","1"
"Embertone","Embertone","Leonid Bass","$125.00","Deeply-sampled Upright Bass","no reviews","no reviews","1"
"Output","Output","Exhale","$199.00","The first truly modern Vocal Engine","2016","2016","1"
"Output","Output","REV X-Loops","$99.00","REV X-LOOPS - the acclaimed REV loops engine on it’s own","2015","2015","1"
"Output","Output","Signal","$199.00","The World’s Most Powerful Dedicated Pulse Engine","2015","2015","1"
"Output","Output","Rev","$199.00","The World’s First Reverse Instrument Suite","no reviews","no reviews","1"
"Output","Output","Analog Strings","$199.00","Virtual Strings for the modern music maker","no reviews","no reviews","1"
"Output","Output","Movement","$149.00","Movement – Rhythm FX Engine","no reviews","no reviews","0"
"Output","Output","REV + X-LOOPS bundle","$278.00","Bundle existing of REV and REV X-Loops by Output Sounds","no reviews","no reviews","1"
"Output","Output","Rev & Signal Bundle","$348.00","Bundle containing Rev & Signal","no reviews","no reviews","1"
"Output","Output","Dystopian Bass Expansion Pack for Substance","$35.00","Dramatically deep bass for earth-shattering low end","no reviews","no reviews","0"
"Output","Output","Substance","$199.00","A completely new breed of bass","no reviews","no reviews","1"
"Output","Output","Modern String Beds Expansion for Analog Strings","$35.00","Beds with modern edge and a dash of grit","no reviews","no reviews","0"
"Output","Output","Base Bass Expansion Pack for Substance","$35.00","Expansion Pack for SUBSTANCE","no reviews","no reviews","0"
"Output","Output","Current Expansion Pack for Movement","$35.00","Subtle shifts and gradually evolving rhythms.","no reviews","no reviews","0"
"Output","Output","Neon Strings Expansion Pack for Analog Strings","$35.00","100 Presets for Analog Strings","no reviews","no reviews","0"
"Output","Output","Barely Vocals Expansion Pack for Exhale","$35.00","Expansion Pack for Exhale ""Barely Vocals""","no reviews","no reviews","0"
"Output","Output","Beyond 4/4 Expansion Pack for Movement","$35.00","Add interesting rhythms to any track","no reviews","no reviews","0"
"Output","Output","Indie Vocals Expansion Pack for Exhale","$35.00","Indie Vocals Expansion Pack","no reviews","no reviews","0"
"Output","Output","Adrenaline Expansion Pack for Signal","$35.00","Energetic, action-packed Pulses","no reviews","no reviews","0"
"Output","Output","Ambient Vocals Expansion Pack for Exhale","$35.00","Ambient Vocals Expansion Pack","no reviews","no reviews","0"
"Output","Output","BEAUTIFUL PADS Expansion Pack for REV","$35.00","Beautiful Pad Presets for REV","no reviews","no reviews","0"
"Output","Output","CLASSIC ANALOG Expansion Pack  for Signal","$35.00","Classic Analog Synths Expansion for Signal","no reviews","no reviews","0"
"Output","Output","CINEMATIC Expansion Pack for Signal","$35.00","Cinematic - Expansion pack for Signal","no reviews","no reviews","0"
"Output","Output","TAPE LOOP Expansion Pack  for Signal","$35.00","Tape Loop - Expansion Pack for SIGNAL","no reviews","no reviews","0"
"Output","Output","GLOW Expansion Pack for Signal","$35.00","GLOW - Expansion pack for Signal","no reviews","no reviews","0"
"Output","Output","TRANSLUCENCE  Expansion Pack for Rev","$35.00","Translucence - Expansion Pack for REV","no reviews","no reviews","0"
"Output","Output","DESOLATION Expansion Pack  for Rev","$35.00","Desolation - Expansion pack for REV","no reviews","no reviews","0"
"VILabs","VILabs","Ravenscroft 275","$139.30","Stunning Recreation of one of the Best Pianos in the World","no reviews","no reviews","0"
"VILabs","VILabs","True Keys: Pianos","$244.30","Three of the Greatest Concert Grand Pianos in the World","no reviews","no reviews","0"
"VILabs","VILabs","True Keys: American Grand","$104.30","The Majestic Sound of the Steinway D© Concert Grand","no reviews","no reviews","0"
"VILabs","VILabs","True Keys: German Grand","$104.30","The Keys of the superb Bechstein© Semi-Concert Grand","no reviews","no reviews","0"
"VILabs","VILabs","True Keys: Italian Grand","$104.30","Often crowned the World’s best Piano","no reviews","no reviews","0"
"Divergent Audio Group","Divergent Audio Group","Fameboy","$40.69","Unique 8 bit drum synthesizer","no reviews","no reviews","1"
"Divergent Audio Group","Divergent Audio Group","Helios","$70.46","Incredibly advanced Sound Design instrument","no reviews","no reviews","1"
"cinesamples","cinesamples","CineBrass CORE + CineWinds CORE Bundle","$499.00","Core Bundle including CineBrass & CineWinds","no reviews","no reviews","1"
"cinesamples","cinesamples","CineBrass + CineWinds COMPLETE Bundle","$999.00","Complete Bundle including all five Brass & Winds Libraries","no reviews","no reviews","1"
"cinesamples","cinesamples","CineStrings CORE + CineBrass CORE Bundle","$579.00","CORE Bundle containing CineStrings & CineBrass","no reviews","no reviews","1"
"cinesamples","cinesamples","Tina Guo Acoustic Cello Legato","$69.00","Tina Guo's Seamless Legato Acoustic Cello","2015","2015","1"
"cinesamples","cinesamples","CineStrings RUNS + Hollywoodwinds Bundle","$219.00","Bundle containing CineStrings RUNS + Hollywoodwinds","no reviews","no reviews","1"
"cinesamples","cinesamples","CineStrings RUNS + Hollywoodwinds + CineHarps Bundle","$349.00","Specially-priced Bundle","no reviews","no reviews","1"
"cinesamples","cinesamples","CineHarps","$179.00","Collection of deeply sampled orchestral harps","no reviews","no reviews","1"
"cinesamples","cinesamples","CineStrings COMPLETE Bundle","$649.00","All 3 Strings libraries from the CineSeries","no reviews","no reviews","1"
"cinesamples","cinesamples","Dulcimer & Zither & Viola da Gamba Bundle","$149.00","Cinesamples' World Series Highlights Bundle","no reviews","no reviews","1"
"cinesamples","cinesamples","Viola da Gamba","$99.00","Versatile 6-stringed Renaissance Instrument","no reviews","no reviews","1"
"cinesamples","cinesamples","CineBrass Descant Horn","$99.00","A perfect partner to CineBrass Core and Pro","no reviews","no reviews","1"
"cinesamples","cinesamples","African Marimba & Udu","$29.00","A collection of sampled African Instruments","no reviews","no reviews","1"
"cinesamples","cinesamples","CineStrings SOLO","$279.00","Library of Orchestral String Soloists","no reviews","no reviews","1"
"cinesamples","cinesamples","CineWinds CORE","$249.00","Essentials of the Orchestral Woodwinds Section","no reviews","no reviews","1"
"cinesamples","cinesamples","CineWinds PRO","$279.00","Expansion to the Orchestral CineWinds CORE Library","no reviews","no reviews","1"
"cinesamples","cinesamples","Classic Upright Pianos","$139.00","Abbey Road Classic Upright Pianos","no reviews","no reviews","1"
"cinesamples","cinesamples","Deep Percussion Beds Bundle","$219.00","Bundle containing Deep Percussion Beds 1 & 2","no reviews","no reviews","1"
"cinesamples","cinesamples","Deep Percussion Beds 2","$139.00","Epic Emotional Percussion Beds and action grooves library","no reviews","no reviews","1"
"cinesamples","cinesamples","Drums of War 2","$99.00","Massive and  Epic Cinematic Drums Vol.2","no reviews","no reviews","1"
"cinesamples","cinesamples","Dulcimer & Zither","$99.00","Incredibly detailed Dulcimer and Zither Library","no reviews","no reviews","1"
"cinesamples","cinesamples","CineBrass COMPLETE Bundle","$599.00","Three Brass Libraries from the CineSymphony Series","2015","2015","1"
"cinesamples","cinesamples","CineBrass PRO","$279.00","Orchestral Brass Expansion recorded at the MGM Stage","no reviews","no reviews","1"
"cinesamples","cinesamples","CineBrass CORE","$279.00","Orchestral Brass Essentials recorded at the MGM Stage","no reviews","no reviews","1"
"cinesamples","cinesamples","CineStrings CORE","$349.00","Orchestral Strings Essentials recorded at the MGM Stage","no reviews","no reviews","1"
"cinesamples","cinesamples","CineStrings Runs","$109.00","Strings collection of tempo-locked runs, scales and rips","no reviews","no reviews","1"
"cinesamples","cinesamples","CineSymphony LITE","$279.00","The Essentials of all Orchestral Instrument Sections","2015","2015","1"
"cinesamples","cinesamples","CineWinds COMPLETE Bundle","$469.00","Bundle containing 2 libraries from the CineWinds Series","no reviews","no reviews","1"
"cinesamples","cinesamples","CineSymphony CORE Bundle","$1299.00","Bundle containing 4 libraries from the CineSymphony Series","no reviews","no reviews","1"
"cinesamples","cinesamples","Deep Percussion Beds","$99.00","Epic and Emotional Percussion Beds and Action Loops","no reviews","no reviews","1"
"cinesamples","cinesamples","Drums of War","$69.00","Massive and  Epic Cinematic Drums Vol.1","no reviews","no reviews","1"
"cinesamples","cinesamples","Drums of War Bundle","$149.00","Bundle containing both Drums of War Libraries","no reviews","no reviews","1"
"cinesamples","cinesamples","Voxos: Epic Virtual Choir","$349.00","Virtual epic choir, boys choir, soloists, phrases","2011","2010","1"
"cinesamples","cinesamples","Hollywoodwinds","$139.00","Natural and warm sounding orchestra woodwind library","2011","2011","1"
"cinesamples","cinesamples","Tonal Ticky Tackies","$119.00","Collection of semi-tonal Percussion Instruments","no reviews","no reviews","1"
"cinesamples","cinesamples","CineBells Bundle","$99.00","Orchestra Percussion section essentials","no reviews","no reviews","1"
"cinesamples","cinesamples","Handbells","$39.00","Chromatic handbell set - recorded at the MGM Scoring Stage","no reviews","no reviews","1"
"cinesamples","cinesamples","Kalimba","$35.00","Deeply sampled African Kalimba","no reviews","no reviews","1"
"cinesamples","cinesamples","Rio Grooves","$139.00","Original Brazilian Percussion Library","no reviews","no reviews","1"
"cinesamples","cinesamples","The Everything Bundle","$4349.00","Complete Cinesamples Libraries Bundle","no reviews","no reviews","1"
"cinesamples","cinesamples","Percussion Grooves Bundle","$399.00","Bundle containing 3 Percussion Libraries","no reviews","no reviews","1"
"cinesamples","cinesamples","CineSymphony Complete Bundle","$2299.00","Nine orchestral Libraries in a bundle","no reviews","no reviews","1"
"cinesamples","cinesamples","CinePerc","$549.00","Containing all 4 libraries from the original CinePerc Series","no reviews","no reviews","1"
"cinesamples","cinesamples","CineBells","$69.00","Collection of pitched bells, dulcimers and keyboards","no reviews","no reviews","1"
"cinesamples","cinesamples","CineOrchestra","$69.00","Full Orchestral Ensemble of playable chords & inversions.","no reviews","no reviews","1"
"cinesamples","cinesamples","Iron Guitars","$39.00","Multi-sampled electric guitar powerchord library","no reviews","no reviews","1"
"cinesamples","cinesamples","Metallurgy","$99.00","Sound Design and Metallic Sound Effects Design Tool","no reviews","no reviews","1"
"cinesamples","cinesamples","Piano in Blue","$69.00","Columbia Records' Historic Steinway D Concert Grand Piano","no reviews","no reviews","1"
"cinesamples","cinesamples","Session Drummer","$69.00","Instruments and Loops of Jazz Drum Kits in Various Styles","no reviews","no reviews","1"
"cinesamples","cinesamples","Randys Celeste","$69.00","Unique Celeste by Randy Kerber","no reviews","no reviews","1"
"cinesamples","cinesamples","CineBrass Twelve Horn Ensemble","$69.00","Classic Twelve Horn patches from CineBrass PRO","no reviews","no reviews","1"
"cinesamples","cinesamples","CineLegacy Percussion","$139.00","Cinesamples Legacy Series of Percussion Libraries","no reviews","no reviews","1"
"Strezov Sampling","Strezov Sampling","Wotan","$329.00","Deep and expressive Male Choir Library","2016","2016","1"
"Strezov Sampling","Strezov Sampling","StormChoir 2 Complete","$469.00","Realistic sounding Choir Sample Library -","no reviews","no reviews","1"
"Strezov Sampling","Strezov Sampling","Storm Choir 2 Expansion","$189.00","Realistic sounding Choir Sample Library - Expansion","no reviews","no reviews","1"
"Strezov Sampling","Strezov Sampling","Storm Choir 2 Core","$329.00","Realistic sounding Choir Sample library - CORE edition","no reviews","no reviews","1"
"Strezov Sampling","Strezov Sampling","Cornucopia: Strings 2","$179.00","20 piece String Ensemble with a Special Eastern Europe Vibe","no reviews","no reviews","1"
"Strezov Sampling","Strezov Sampling","Macabre Solo Strings","$179.00","Violin, Viola and Cello with a dark tone","2016","2016","1"
"Strezov Sampling","Strezov Sampling","Lipp Piano","$99.00","An intimate and unique 100 years old Grand Piano","no reviews","no reviews","1"
"Strezov Sampling","Strezov Sampling","Distort 2","$129.00","Electric Guitar perfect for Movie and Trailer Composers","no reviews","no reviews","1"
"Strezov Sampling","Strezov Sampling","Balkan Ethnic Orchestra","$329.00","Authentic sounds of Balkan music","no reviews","no reviews","1"
"Strezov Sampling","Strezov Sampling","X3M Percussion Bundle","$459.00","Bundle consisting of Strezov X3M Thunder & Tupans","no reviews","no reviews","1"
"Strezov Sampling","Strezov Sampling","Freyja, Wotan & ARVA Bundle","$879.00","Bundle consisting of Strezov Freyja, Wotan & ARVA","no reviews","no reviews","1"
"Strezov Sampling","Strezov Sampling","Freyja & Wotan Bundle","$549.00","Bundle consisting of Strezov Freyja and Wotan","no reviews","no reviews","1"
"Strezov Sampling","Strezov Sampling","VIBE Instant Drumkit","$99.00","Instant drumkit recorded in a large hall!","no reviews","no reviews","1"
"Strezov Sampling","Strezov Sampling","RHODOPE 2 Ethnic Bulgarian Choir","$329.00","Real and authentic Ethnic Bulgarian Choir","no reviews","no reviews","1"
"Strezov Sampling","Strezov Sampling","ARVA Children Choir","$429.00","Next Generation Children Choir","no reviews","no reviews","1"
"Strezov Sampling","Strezov Sampling","TUPANS X3M","$179.00","Detailed sampled Bulgarian Tupan Drum","no reviews","no reviews","1"
"Strezov Sampling","Strezov Sampling","Freyja","$329.00","The beauty of the female voice","no reviews","no reviews","1"
"Strezov Sampling","Strezov Sampling","Thunder X3M","$329.00","16,000 samples of total Percussion Madness","2016","2016","1"
"Strezov Sampling","Strezov Sampling","ARVA Crossgrade","$389.00","Reduced crossgrade for Wotan and / or Freyja Users!","no reviews","no reviews","1"
"Strezov Sampling","Strezov Sampling","Freyja Crossgrade","$299.00","Reduced crossgrade for Wotan and / or Freyja Users!","no reviews","no reviews","1"
"U-HE","U-HE","Repro-1","$99.00","Authentic raw analogue sound","2017","2017","0"
"U-HE","U-HE","Zebra 2","$199.00","Synthesizer Workhorse with stripes","no reviews","no reviews","0"
"U-HE","U-HE","Diva","$179.00","The spirit of analogue","no reviews","no reviews","0"
"U-HE","U-HE","Hive","$149.00","Lightweight Synth for heavyweight sound","no reviews","no reviews","0"
"U-HE","U-HE","Uhbik","$149.00","9 classy effects in a gobsmacking bundle","no reviews","no reviews","0"
"U-HE","U-HE","Satin","$129.00","Tape Simulation Plug-in & Tape Delay","no reviews","no reviews","0"
"U-HE","U-HE","Presswerk","$129.00","Powerful Dynamics Processor with a musical soul","no reviews","no reviews","0"
"U-HE","U-HE","Bazille","$129.00","Digital Modular Synthesis","no reviews","no reviews","0"
"U-HE","U-HE","Ace","$85.00","Easy Modular Synthesizer","no reviews","no reviews","0"
"Sonible","Sonible","frei:raum","$157.80","frei:raum | three EQs - one plug-in","no reviews","no reviews","0"
"Sonible","Sonible","smart:EQ live","$147.87","The intelligent Live EQ by sonible","no reviews","no reviews","0"
"Sonible","Sonible","smart:EQ+","$63.52","The Intelligent Audio Plug-in by sonible","no reviews","no reviews","0"
"Sonible","Sonible","proximity:EQ+","$63.52","The acoustic Zoom Plug-in by sonible","no reviews","no reviews","0"
"Sonible","Sonible","entropy:EQ+","$63.52","The surgical Sound Design Tool by sonible","no reviews","no reviews","0"
"Sugar Bytes","Sugar Bytes","Cyclop","$98.25","Monophonic, raw and unbelievably versatile Synthesizer","no reviews","no reviews","0"
"Sugar Bytes","Sugar Bytes","Sugar Bundle","$495.23","Big Package - Tiny Price. Don't miss a Byte!","no reviews","no reviews","0"
